9.2872,16.95,-34.276,8.2094,3.3939,1.1618,6.7828,-4.3433,-2.1854,0.46864,-5.894,1.547,-2.9198,-2.8976,3.3409,-15.461,3.2342,-2.7887,-4.9437,4.7111,-0.069758,0.95249,2.3824,0.69933,-6.6742e-14,1.8388e-14,-73.582,8.527,-90.522,81.797,-13.429,-37.974,45.943,7.125,-11.014,16.252,-6.6742e-14,1.8388e-14,-27.404,-36.691,88.055,111.36,33.803,-32.841,4.2741,7.125,-6.0609,34.167,-39.642,6.3179,21.598,48.813,-20.026,-14.566,-20.577,13.255,-6.2167,-25.33,24.253,27.817,8.1661,0
9.2733,17.017,-33.906,7.9025,3.3628,1.8403,6.8065,-4.3548,-2.7948,0.54548,-5.9609,1.3769,-2.805,-2.9278,3.5045,-15.691,3.3256,-3.0636,-4.5912,4.8867,0.10365,1.095,2.4739,0.82239,1.7394e-14,-5.1684e-15,-72.994,8.2396,-90.593,82.083,-13.195,-37.9,45.194,7.125,-10.943,15.499,1.7394e-14,-5.1684e-15,-28.85,-37.357,89.005,110.65,34.376,-32.492,3.2208,7.125,-5.7234,33.123,-38.292,6.2278,20.956,45.639,-20.951,-14.123,-21.879,13.216,-6.1213,-25.917,25.745,28.102,9.8976,0
9.2684,17.026,-33.556,7.7989,3.486,3.029,6.567,-4.4542,-3.8005,0.73745,-6.1643,1.1618,-2.3751,-3.0337,3.8176,-16.296,3.3456,-3.5116,-4.13,5.0145,0.066277,1.3399,2.5349,0.91903,3.8167e-14,-1.1927e-15,-71.841,8.2038,-90.464,82.265,-12.658,-37.62,44.933,7.125,-10.673,15.224,3.8167e-14,-1.1927e-15,-30.212,-37.584,90.17,109.87,34.167,-32.694,2.1206,7.125,-5.9187,32.018,-37.779,5.7008,19.809,43.813,-22.169,-13.354,-21.804,12.9,-5.3302,-26.916,28.6,27.458,9.0937,0
9.2493,17.016,-33.221,7.6764,3.308,3.8095,6.3418,-4.2259,-4.3582,1.2405,-5.8909,0.69217,-1.7476,-2.9195,3.5761,-17.594,3.2228,-2.8394,-3.8725,4.7831,-0.47263,1.6836,2.3879,0.656,-4.9398e-14,-5.9635e-15,-69.885,7.3012,-90.654,82.389,-12.166,-37.583,44.888,7.125,-10.637,15.178,-4.9398e-14,-5.9635e-15,-30.811,-38.527,90.475,109.07,33.849,-32.339,2.3457,7.125,-5.5756,32.252,-37.06,5.6052,19.179,41.801,-22.026,-12.837,-21.689,12.153,-4.5101,-27.465,31.892,25.577,8.4591,0
9.2468,17.018,-32.897,7.9957,3.2695,3.1778,6.1618,-4.1649,-3.4081,0.98868,-5.7424,0.83426,-2.0004,-2.8399,3.188,-17.3,3.2325,-2.3334,-3.8934,4.7057,-1.1363,1.6541,2.3236,0.34475,-2.6637e-14,8.5477e-15,-68.94,7.0992,-90.85,82.792,-12.1,-37.589,44.739,7.125,-10.643,15.029,-2.6637e-14,8.5477e-15,-32.812,-38.643,91.853,108.37,33.158,-31.627,2.8583,7.125,-4.8889,32.782,-36.861,5.415,20.13,40.31,-21.494,-12.448,-22.026,10.348,-4.1383,-26.536,35.882,20.722,7.442,0
9.2195,17.016,-32.563,7.6128,2.9761,2.3858,6.5044,-3.8987,-2.7622,1.0101,-5.3505,0.97182,-2.2454,-2.6431,2.9748,-17.447,3.1954,-1.2651,-3.4401,4.4898,-2.0896,1.8865,2.1665,-0.14763,-3.4216e-14,1.0138e-14,-67.739,6.6297,-91.075,83.16,-11.933,-36.965,45.077,7.125,-10.041,15.337,-3.4216e-14,1.0138e-14,-34.715,-38.861,93.128,107.55,32.476,-31.327,1.9952,7.125,-4.599,31.925,-35.789,5.6261,21.399,39.281,-21.131,-12.487,-21.783,9.138,-3.5574,-25.396,40.357,19.874,5.7716,0
9.2104,16.998,-32.235,7.7194,2.6646,2.613,6.5729,-3.957,-3.0316,0.81324,-5.4467,1.1519,-2.4375,-2.6822,3.3311,-17.172,3.3014,-1.8853,-3.4428,4.7397,-2.0477,1.82,2.2993,-0.016601,3.5781e-15,-1.2325e-14,-66.366,7.4495,-91.114,83.569,-11.881,-36.646,45.514,7.125,-9.733,15.758,3.5781e-15,-1.2325e-14,-37.143,-37.717,95.057,106.67,31.664,-31.03,0.43841,7.125,-4.3124,30.375,-35.296,5.49,21.487,38.725,-20.716,-12.829,-21.259,7.1717,-2.9583,-25.368,45.14,19.099,5.962,0
9.2162,16.95,-31.923,7.6129,2.2694,3.313,6.8275,-3.769,-3.5779,0.82061,-5.249,0.97855,-2.5543,-2.5759,3.4611,-16.705,3.2305,-2.3368,-3.9553,4.7,-1.8241,1.547,2.3031,0.11206,-6.9972e-14,7.5538e-15,-64.655,7.5119,-91.14,84.127,-11.697,-37.052,45.141,7.125,-10.125,15.404,-6.9972e-14,7.5538e-15,-39.453,-37.157,96.827,105.83,30.964,-31.01,0.28568,7.125,-4.2931,30.222,-34.637,5.1343,21.081,38.662,-20.137,-13.038,-22.356,5.338,-2.321,-26.002,49.932,17.6,8.0119,-22.22
9.2154,16.884,-31.609,7.2914,1.8168,3.4122,7.1108,-3.5311,-3.6378,1.0209,-4.9439,0.95275,-2.5273,-2.4269,3.4571,-16.816,3.1269,-2.0364,-4.1739,4.5154,-2.3988,1.5154,2.1925,-0.13387,7.9514e-16,-1.3915e-15,-62.459,7.6126,-91.142,84.595,-11.3,-37.253,44.772,7.125,-10.319,15.046,7.9514e-16,-1.3915e-15,-41.221,-36.554,98.062,104.94,30.637,-31.704,0.80292,7.125,-4.9634,30.725,-33.646,4.9272,21.366,38.906,-19.569,-12.963,-25.157,3.63,-1.6821,-26.018,54.839,16.555,8.2007,-18.181
9.2091,16.809,-31.29,6.6466,1.5765,2.8872,7.6026,-3.4134,-3.1405,1.3844,-4.7538,1.0974,-2.4686,-2.3422,3.3349,-16.882,3.0851,-1.6117,-4.505,4.3828,-3.0016,1.4419,2.1077,-0.40865,7.3053e-15,-9.5417e-15,-59.834,8.1401,-91.193,84.945,-11.058,-36.985,44.905,7.125,-10.06,15.165,7.3053e-15,-9.5417e-15,-42.647,-35.706,98.788,103.9,30.529,-31.958,0.67806,7.125,-5.2082,30.594,-32.11,4.8893,22.326,39.231,-18.946,-12.812,-25.234,2.2927,-1.2504,-25.218,59.901,15.162,9.6887,-22.653
