0.32095,18.919,-13.133,2.3575,-7.4015,0.29866,1.2708,0.45804,-1.4816,-0.6427,0.5712,-0.91153,-1.3756,0.29441,-0.11717,-7.9869,-6.0587,-10.638,14.265,-8.2266,9.2507,6.4663,-3.907,4.0116,1.4238e-14,1.0734e-14,-32.6,-1.0198,-83.111,25.933,18.596,-24.862,2.4972,7.125,1.6445,-27.476,1.4238e-14,1.0734e-14,-34.148,24.772,73.037,20.062,-8.8108,-17.822,25.991,7.125,8.4424,55.803,-4.4418,21.573,19.015,15.993,-12.354,-18.523,-4.1866,-0.20761,-7.9416,-20.039,12.102,-13.819,19.923,-3.8838
0.32065,18.917,-13.131,2.3547,-7.397,0.37071,1.3188,0.47543,-1.5548,-0.7158,0.59042,-0.92879,-1.4783,0.30537,-0.095249,-7.8219,-6.0454,-10.751,14.237,-8.225,9.3604,6.4379,-3.9093,4.0702,-2.4451e-14,-7.9514e-16,-32.759,-1.0026,-83.078,25.951,18.611,-21.09,-3.4087,7.125,5.2871,-33.323,-2.4451e-14,-7.9514e-16,-34.288,24.586,73.061,20.136,-8.6814,-17.75,26.111,7.125,8.5116,55.919,-4.4392,21.52,18.944,16.073,-12.439,-18.484,-4.2109,-0.23068,-7.8958,-20.111,12.127,-13.839,19.872,-3.8697
0.32041,18.916,-13.13,2.3842,-7.3589,0.36848,1.3057,0.4678,-1.5517,-0.7531,0.58007,-0.92337,-1.5091,0.30049,-0.091293,-7.7132,-6.0292,-10.85,14.161,-8.2086,9.4479,6.4008,-3.9037,4.1191,-1.4449e-14,-1.1132e-14,-32.873,-0.95424,-83.057,26.109,18.855,-24.562,1.9388,7.125,1.9348,-28.032,-1.4449e-14,-1.1132e-14,-34.359,24.493,73.077,20.186,-8.5962,-17.664,26.212,7.125,8.5947,56.017,-4.4067,21.454,18.946,16.041,-12.451,-18.465,-4.0441,-0.31974,-7.8521,-20.097,12.225,-13.839,19.81,-3.9488
0.31973,18.916,-13.127,2.4225,-7.3749,0.33001,1.2306,0.46232,-1.5254,-0.745,0.57538,-0.90656,-1.4585,0.29769,-0.087904,-7.7633,-6.0339,-10.892,14.143,-8.2035,9.4508,6.4052,-3.9018,4.126,1.6922e-14,6.3611e-15,-32.861,-1.0026,-82.999,26.286,19.488,-24.084,1.4188,7.125,2.3965,-28.547,1.6922e-14,6.3611e-15,-34.333,24.551,73.054,20.139,-8.6329,-17.693,26.2,7.125,8.567,56.006,-4.4334,21.492,18.981,16.047,-12.454,-18.485,-4.0493,-0.35077,-7.8843,-20.064,12.269,-13.848,19.869,-4.1436
0.31998,18.916,-13.122,2.4198,-7.42,0.2896,1.1958,0.48177,-1.4573,-0.73593,0.60331,-0.92105,-1.429,0.31073,-0.1412,-7.7256,-6.0343,-10.826,14.058,-8.2087,9.4377,6.3692,-3.9031,4.1113,-1.0287e-14,1.2722e-14,-32.85,-1.1695,-82.97,26.346,19.86,-23.224,0.037591,7.125,3.2267,-29.918,-1.0287e-14,1.2722e-14,-34.303,24.665,72.958,20.045,-8.7879,-17.689,26.11,7.125,8.5701,55.916,-4.4037,21.488,19.027,16.029,-12.467,-18.42,-4.0431,-0.32978,-7.9437,-20.041,12.322,-13.997,19.945,-3.8618
0.31947,18.916,-13.12,2.4032,-7.4004,0.31971,1.2053,0.47169,-1.4903,-0.73978,0.58885,-0.93024,-1.4384,0.30384,-0.13191,-7.7171,-6.0215,-10.805,14.042,-8.1921,9.4272,6.3594,-3.895,4.1062,3.7893e-15,1.9879e-15,-32.827,-1.177,-82.976,26.304,19.838,-23.233,0.094752,7.125,3.2177,-29.861,3.7893e-15,1.9879e-15,-34.312,24.727,72.918,20.015,-8.829,-17.706,26.16,7.125,8.5541,55.966,-4.3625,21.483,19.005,16.012,-12.533,-18.455,-4.155,-0.31434,-7.9973,-20.082,12.344,-14.063,19.967,-3.6429
0.3186,18.916,-13.119,2.4013,-7.3965,0.31831,1.2326,0.46984,-1.5054,-0.74977,0.58539,-0.92541,-1.4642,0.30244,-0.11875,-7.7271,-6.0143,-10.787,14.033,-8.1774,9.3923,6.3546,-3.8891,4.093,-5.2305e-15,5.566e-15,-32.813,-1.1096,-83.009,26.306,19.745,-23.178,-0.032973,7.125,3.2707,-29.988,-5.2305e-15,5.566e-15,-34.368,24.571,72.978,20.131,-8.6551,-17.734,26.388,7.125,8.5273,56.196,-4.3507,21.481,19.009,15.993,-12.58,-18.497,-4.2191,-0.31268,-8.0441,-20.086,12.363,-14.067,20.005,-3.6524
0.31838,18.916,-13.117,2.4278,-7.41,0.3227,1.2111,0.47338,-1.5035,-0.73392,0.59072,-0.93781,-1.4358,0.30483,-0.13231,-7.833,-6.0178,-10.789,14.069,-8.1778,9.4166,6.3856,-3.8846,4.0987,-1.2014e-14,-7.9514e-15,-32.743,-1.074,-83.052,26.297,19.689,-23.066,0.028297,7.125,3.3792,-29.925,-1.2014e-14,-7.9514e-15,-34.332,24.46,73.021,20.221,-8.565,-17.695,26.399,7.125,8.5651,56.205,-4.3912,21.534,18.993,15.998,-12.537,-18.517,-4.0324,-0.33643,-8.1422,-20.099,12.361,-14.072,20.106,-3.7983
0.31832,18.913,-13.115,2.4287,-7.423,0.25365,1.2104,0.47963,-1.4253,-0.72723,0.60082,-0.92454,-1.4279,0.30913,-0.16271,-7.8428,-6.0157,-10.849,14.084,-8.1739,9.4604,6.396,-3.8824,4.1229,-2.6712e-15,-9.1441e-15,-32.711,-1.0089,-83.099,26.217,19.35,-23.563,0.50788,7.125,2.8991,-29.452,-2.6712e-15,-9.1441e-15,-34.323,24.551,72.985,20.232,-8.6172,-17.655,26.293,7.125,8.6034,56.098,-4.3719,21.515,19.075,15.97,-12.45,-18.469,-3.9603,-0.35537,-8.1671,-20.024,12.407,-14.103,20.14,-3.9393
0.31848,18.913,-13.112,2.3989,-7.4257,0.25196,1.2377,0.49219,-1.4108,-0.72653,0.61714,-0.93248,-1.4424,0.31717,-0.17961,-7.8073,-6.031,-10.94,14.096,-8.1953,9.5136,6.4019,-3.8948,4.1539,-8.4608e-15,1.9879e-14,-32.734,-0.90514,-83.168,26.133,18.693,-24.5,1.4128,7.125,1.9947,-28.558,-8.4608e-15,1.9879e-14,-34.289,24.439,73.04,20.244,-8.4555,-17.702,26.47,7.125,8.5581,56.276,-4.3009,21.523,19.09,15.936,-12.453,-18.455,-3.8157,-0.33966,-8.1082,-20.024,12.456,-14.129,20.101,-3.9119
